Filename,Label,Contrast0,Contrast45,Contrast90,Contrast135,Homogeneity0,Homogeneity45,Homogeneity90,Homogeneity135,Dissimilarity0,Dissimilarity45,Dissimilarity90,Dissimilarity135,Entropy0,Entropy45,Entropy90,Entropy135,ASM0,ASM45,ASM90,ASM135,Energy0,Energy45,Energy90,Energy135,Correlation0,Correlation45,Correlation90,Correlation135
1163.png,withMask,66.51591527866753,109.1897685455167,64.54065903267137,108.17341993605339,0.3397484917928214,0.2579721041154309,0.3389452860650749,0.24557932936538754,3.471832959641256,5.01160288765107,3.4539357783472138,5.255404291258622,8.238758927308966,8.572540295198925,8.226516869178184,8.632232173943766,0.0004207634781023353,0.0003022135165745196,0.00043135560522470566,0.0002852418421908964,0.020512520032953906,0.017384289360641684,0.020769102176663914,0.016889104244775577,0.9938631980078083,0.989899141620288,0.9940341303595673,0.989993109004997
1174.png,withMask,260.91115470852014,427.9432122101792,309.79478299167204,437.8182549417845,0.33088454943751433,0.24846727729705573,0.33250275143085567,0.2590917093962964,5.588765214606022,8.369361941724147,6.064962363869315,8.094069858633794,8.473045539265563,8.859420508550917,8.525529099213085,8.815413257575335,0.00040996234989048815,0.0002830527770314215,0.0003957871465639685,0.0002885785136905561,0.020247527006785004,0.016824172402570697,0.019894399879462777,0.016987598820626653,0.9767009342337948,0.9618269972299444,0.9724424408876366,0.9609467163055583
1175.png,withMask,1444.5133127802692,1567.2719338816387,449.7423526585522,1612.4396026463432,0.2214162484244564,0.16596358274204634,0.26410999404969066,0.16786439192316652,13.764754163997438,15.794405678778986,6.773902946828956,16.204890506545475,9.069226867741216,9.301715486516262,8.683467799698727,9.315702865970009,0.00020975413462907735,0.0001555815333966622,0.0002837976299015152,0.00015644082285152207,0.01448289110050467,0.012473232676281726,0.016846294248335898,0.012507630585027768,0.8696636289594252,0.8584315702358462,0.9594609492472128,0.8543539660362347
1203.png,withMask,252.2683776425368,471.2810030364576,301.10962524023057,404.73548633594083,0.2577027570718231,0.17288868290531256,0.22697164536106354,0.17773801123995925,6.1736467008327995,9.939733354782923,7.03054932735426,9.18813971726759,8.711416250579367,9.139168777966823,8.824191232619702,9.08550057837811,0.0002806788447082165,0.00018226600922075978,0.00025433188282275647,0.0001881473906213294,0.01675347261639259,0.013500592921081644,0.015947786141742575,0.013716682930699003,0.976828267338648,0.9567181689311617,0.9724033267200194,0.9628291746696432
1361.png,withMask,21.38266736066624,52.62629451627822,31.02722613709161,51.35120352309518,0.3934213810421076,0.27957598134860734,0.36799124719106585,0.27453845820838363,2.777286194746957,4.718594783727806,3.390134529147982,4.734500995395041,8.045095509616115,8.541919582761993,8.20602554568609,8.543699645900006,0.0005315544947492963,0.0003272612987193015,0.00047101210916483666,0.0003218202778911284,0.023055465615538895,0.018090364803378108,0.021702813392849248,0.017939349985189777,0.9980412403216732,0.9951798067031107,0.997154748415693,0.9952966163695754
1362.png,withMask,52.40853219090327,75.36662711898491,34.273242312620106,78.21954996078745,0.40023195222975017,0.27715562884771927,0.3667724989214606,0.26685106938090797,2.737087604099936,4.1429950330792895,2.777366271620755,4.200365983631282,7.974126182899143,8.39321120890926,8.014474585907287,8.406261854398931,0.0005627691982124748,0.00035087255108131183,0.0005121107807377207,0.00034448833371033356,0.023722756969047142,0.01873159232636969,0.022629864797159543,0.01856039691683164,0.9951796682080811,0.9930680510698053,0.9968489790098657,0.9928053019978856
1363.png,withMask,169.84220852017938,199.7375173440045,76.71426569506727,194.10697983068235,0.4083302372624552,0.2739519067666097,0.3254821441207334,0.24450214223006628,3.4891095451633563,5.049468117195197,3.2967048366431775,5.156508274849686,8.04281465385456,8.521583911952098,8.2014608329778,8.552745961708839,0.0005574265452425616,0.00030241994822943996,0.00039590276845143536,0.00028454066199573065,0.023609882364013624,0.017390225652056387,0.019897305557573252,0.016868333112543474,0.9843345668833433,0.9816062465738754,0.9929351668959313,0.9821244338114216
1388.png,withMask,395.0668842088405,520.6045969152809,258.32206918641896,514.4266323473224,0.3382383923465835,0.22945073389705997,0.30981414662263884,0.23677605529600548,5.320047245355543,7.751774618431902,4.983023702754645,7.7395081340867495,8.364876700333998,8.77397625922932,8.424925495611292,8.781873967621124,0.0004448106264653403,0.0002933159280945146,0.00041726396225706604,0.0002943511191554281,0.021090534048841446,0.01712646864051415,0.0204270399778594,0.017156663986784497,0.9633875597876703,0.9517427349668297,0.9761111548488813,0.9523148914871171
1389.png,withMask,295.3218689942345,510.0605079531058,347.8559417040359,486.8827444750548,0.25480001869259783,0.19413932430402253,0.26193441763645375,0.18184105902298486,5.766896220371557,8.684208409579924,6.255485265855222,9.002312533933921,8.6086402952409,8.980560876165166,8.666817071313062,9.04950441284856,0.00028234143535000515,0.00019445679926329625,0.00028553977321111034,0.0001818747797866059,0.01680301863803064,0.013944776773519763,0.01689792215661767,0.013486095794803102,0.9730922363653445,0.9535899912677624,0.9684373882904127,0.9556988397333372
1404.png,withMask,855.9325752722615,1234.9553781495708,967.9255285073671,1268.8756661103178,0.513224825330609,0.42633264805319493,0.4848796372603962,0.4288207950704551,8.51465406790519,11.967785396850935,8.884609224855861,12.285909630195661,6.973313589429257,7.244306935260504,7.00170747802496,7.250346058577409,0.028597361378518506,0.025881360041666548,0.027164249524514704,0.02591552781662082,0.1691075438249829,0.16087684743823938,0.16481580483835495,0.16098300474466495,0.9331978446837994,0.9036820285862057,0.9246136116196897,0.9010348695984315
